6cA/Zj.k[9,00000000000000000000000000003053AAAAAAAAEEEEAAAAAAAA1111EEEE333344442222EEEE0000CCCCCCCC
6cP(QRwrQ^,00000000000000000000000000002211AAAAAAAA44441111444455553333AAAADDDDAAAAAAAA4444BBBB6666
6cd[TVN8N",00000000000000000000000000004194AAAAAAAA00006666DDDDDDDDDDDDBBBBCCCCCCCCEEEECCCCBBBBDDDD
6cv^Q;$Nop,00000000000000000000000000008F15AAAAAAAA222277770000222233338888333300003333333377772222
6d#!gOuA4",0000000000000000000000000000933AAAAAAAAA4444888800002222EEEE22225555CCCC2222BBBB00007777
6d+!Ft0Vkh,00000000000000000000000000003E71AAAAAAAA33334444AAAA88881111666622229999DDDDFFFF55556666
6d3Lwh=@Qc,00000000000000000000000000002A8FAAAAAAAA2222FFFFEEEEEEEE5555DDDD7777AAAAEEEEFFFF77770000
6dAiTB7Y5z,00000000000000000000000000008131AAAAAAAA3333CCCC2222FFFF333300006666EEEE0000AAAA99996666
6e%eZUnF9*,0000000000000000000000000000A51CAAAAAAAA77771111999911117777DDDD222200001111000011115555
6eF)&6}6(',00000000000000000000000000009D1AAAAAAAAA55559999AAAA4444EEEE33331111FFFF7777CCCCAAAA7777
6eO1@Tqdyy,00000000000000000000000000000796AAAAAAAAEEEE999911110000888888882222DDDDDDDDBBBB3333BBBB
6eU.J`>5NN,000000000000000000000000000010BCAAAAAAAA555522221111CCCC999977771111777722223333FFFF5555
6edD@A-FXX,00000000000000000000000000004F76AAAAAAAAEEEEDDDD888822223333AAAACCCCDDDD66660000DDDDBBBB
6ey7vArkxY,0000000000000000000000000000B422AAAAAAAAAAAAAAAADDDDDDDD222266660000CCCCDDDD11113333FFFF
6f:)\-IKvZ,0000000000000000000000000000C06CAAAAAAAA6666222200002222AAAA2222666655550000CCCC88885555
6f<hbO]gI-,00000000000000000000000000001D0CAAAAAAAA3333AAAAAAAA999999991111777700004444333366665555
6f_Trqj=r>,00000000000000000000000000004D86AAAAAAAA9999777788882222DDDD9999DDDD9999AAAAAAAA0000BBBB
6f`2m%0tP&,00000000000000000000000000005C35AAAAAAAA4444DDDD88885555EEEEAAAA7777FFFF6666DDDD55552222
6fk5q'RE=`,00000000000000000000000000008A2EAAAAAAAA777700001111DDDD66669999999988880000999900003333
6g%kREV>!{,0000000000000000000000000000B1A6AAAAAAAA0000FFFFDDDDEEEE9999777733330000DDDD00006666BBBB
6g'qN|L;{s,0000000000000000000000000000B8D6AAAAAAAA6666CCCCCCCCCCCCDDDD77779999AAAADDDD2222FFFFBBBB
6g9\A}/S39,0000000000000000000000000000504AAAAAAAAA222233339999999999997777BBBB88885555666633337777
6gDT*YB%5),0000000000000000000000000000B46CAAAAAAAA8888DDDD99992222666622223333BBBB0000888888885555
6gQ"`p_]bu,00000000000000000000000000000700AAAAAAAAFFFF00005555AAAABBBBDDDD3333AAAABBBBDDDD00001111
6gR7AWM"P`,00000000000000000000000000000B7AAAAAAAAA0000AAAADDDD5555DDDD7777FFFF66661111BBBBCCCC7777
6h#hM}zU/h,000000000000000000000000000063F9AAAAAAAA444422226666EEEE9999EEEE000044447777FFFF8888EEEE
6h(69`8c&#,000000000000000000000000000071E5AAAAAAAA44448888CCCCFFFF7777FFFF99993333AAAA000022222222
6h)mS/)P36,000000000000000000000000000028ADAAAAAAAADDDD666600001111888833338888CCCCAAAABBBB9999AAAA
6hG"s\ta@j,000000000000000000000000000075AEAAAAAAAA9999CCCCAAAAFFFF33332222BBBB66663333333388883333
6hHiw;['E2,0000000000000000000000000000BD11AAAAAAAAEEEE000077778888DDDD11112222777744441111BBBB6666
6hHm#^`'xt,00000000000000000000000000005B71AAAAAAAA33330000DDDD222299991111BBBBCCCCCCCCAAAA55556666
